CAS	Tm	Tb	Hfus	Hvap	Hf	S0	LFL	UFL	T_flash	T_autoignition	RI	RIT	logP
56705-85-2	355.15												
56718-71-9	317.15												
5673-07-4	312.15												
56735-29-6	450.15												
56741-33-4	464.15												
5675-51-4	356.15												
5676-71-1	360.15												
56765-79-8	454.15												
5682-83-7	327.15												
5683-31-8	321.15												
5683-41-0	357.15												
5683-43-2	428.15												
56834-05-0	322.05												
5685-05-2	352.15												
5685-06-3	361.15												
56872-22-1	334.15												
56872-61-8	389.65												
56891-60-2	375.65												
56908-88-4	367.15												
56934-54-4	437.65												
56961-30-9	452.15												
56961-77-4	331.15												
5697-44-9	423.15												
56983-14-3	362.15												
56990-02-4	364.15												
57-06-7	193.15	424.65									1.52		
57-08-9	377.15												
57-10-3	336.05	624.65							465.15		1.4219		
57-11-4	342.75	634.15											
57-13-6	405.85												
57-14-7	215.37222	337.03889					0.02	0.95	258.15				
57-24-9	540.92778												
57-27-2	527.15												
57-41-0	569.15												
57-48-7	376.15												
57-50-1	456.15												
57-55-6	213.15	460.55			-486100				380.15		1.4326		
57-57-8	239.81667						0.029		347.03889				
57-66-9	472.15												
57-68-1	473.15												
57-71-6	349.15												
57-74-9	382.03889												
57-83-0	394.15	667.28											3.87
57-88-5	422.15												
57-97-6	396.15												
570-24-1	368.15												
57001-02-2	460.65												
5702-74-9	377.15												
57038-63-8	391.65												
57045-27-9	417.9												
5707-44-8	308.15												
571-61-9	353.15												
5711-41-1	412.15												
5714-22-7	180.92778	302.03889											
57144-86-2	324.15												
5718-83-2	420.15												
57199-00-5	353.15												
572-09-8	360.15												
5720-05-8	523.15												
5720-06-9	377.15												
5720-07-0	478.15												
57202-48-9	333.15												
57235-50-4	487.15												
5724-56-1	297.15												
57260-67-0	336.15												
57260-70-5	345.15												
57260-71-6	319.15												
5728-52-9	434.15												
57292-44-1	383.15												
573-03-5	498.15												
573-11-5	374.15												
573-17-1	337.15												
573-97-7	352.15												
5731-01-1	399.15												
57312-30-8	466.65												
57319-65-0	457.15												
57332-85-1	444.65												
57381-34-7	341.15												
57381-39-2	363.15												
57381-51-8	333.15												
57381-56-3	357.15												
574-17-4	415.15												
574-19-6	338.15												
574-98-1	355.15												
57444-62-9									513.45		1.643		
57479-70-6	420.15												
57499-06-6	471.15												
575-03-1	452.15												
575-38-2	455.15												
575-44-0	411.15												
57526-82-6	367.15												
57556-49-7	405.15												
57568-60-2	332.15												
576-22-7	263.15												
576-24-9	332.15												
576-26-1	319.15												
576-83-0	275.15												
576-86-3	305.15												
57641-74-4	374.15												
57641-90-4	386.4												
57661-23-1	310.15												
5768-10-5	448.15												
57683-71-3	397.15												
57696-89-6	364.15												
577-19-5	315.15												
577-56-0	390.15												
577-59-3	300.15												
577-85-5	443.15												
57729-79-0	338.15												
5773-80-8	567.15												
5779-95-3	282.15												
578-46-1	381.15												
578-54-1	226.15												
578-57-4	276.15												
578-66-5	338.15												
578-94-9	468.15	683.15											
578-95-0	634.15												
5784-45-2	384.15												
57848-46-1	334.15												
5785-06-8	365.15												
5785-66-0	358.15												
57876-69-4	356.15												
57897-93-5	496.15												
579-18-0	437.15												
579-39-5	394.15												
579-43-1	408.15												
579-49-7	370.15												
579-75-9	374.15												
5790-69-2	422.15												
5792-36-9	373.15												
5794-04-7	308.15												
57946-63-1	303.15												
58-08-2	507.15												
58-15-1	380.15												
58-22-0	428.15												
58-27-5	379.15												
58-55-9	541.15												
58-61-7	508.65												
58-74-2	420.15												
58-85-5	503.15												
58-89-9	385.92778	596.48333											
58-93-5	542.15												
58-95-7	245.15												
58-96-8	441.15												
580-13-2	328.15												
580-15-4	390.15												
580-17-6	367.15												
58020-39-6	435.65												
58026-14-5	369.15												
58032-84-1	372.15												
5805-39-0	487.15												
58059-32-8	500.15												
5807-30-7	363.15												
581-40-8	378.15												
581-43-1	497.15												
581-47-5	334.15												
581-89-5	352.03889												
581-96-4	415.15												
5810-56-0	414.15												
5811-88-1	541.15												
58123-77-6	500.15												
5813-86-5	406.15												
5813-89-8	454.15												
5813-90-1	518.15												
5814-05-1	391.15												
5814-06-2	442.15												
58151-90-9	456.15												
5818-06-4	431.15												
5819-40-9	347.15												
58196-35-3	358.65												
582-16-1	370.15												
582-17-2	459.15												
582-24-1	277.65												
582-33-2	302.15												
582-52-5	382.15												
582-60-5	477.15												
582-83-2	310.15												
58231-17-7	449.65												
5824-40-8	375.15												
58244-42-1	328.15												
58249-61-9	411.15												
583-15-3	438.15												
583-39-1	576.15												
583-53-9	278.15												
583-55-1	283.15												
583-58-4	262.15												
583-59-5	235.15	436.15							331.15	568.15			
583-60-8	259.26111	435.92778							320.92778				
583-61-9	256.15												
583-68-6	288.15												
583-69-7	383.65												
583-75-5	331.15												
583-78-8	330.15												
5832-44-0	293.15												
58331-08-1	472.65												
584-08-7	1164.15												
584-09-8	1110.15												
584-13-4	359.15												
584-48-5	345.15												
584-84-9	294.81667	524.26111					0.009	0.095	399.81667				
58452-00-9	453.15												
58457-24-2	326.15												
585-34-2	318.15												
585-47-7	332.15												
585-70-6	463.15												
585-71-7	208.15												
585-74-0	264.15												
585-76-2	428.15												
585-84-2	391.15												
585-88-6	424.15												
5851-43-4	508.15												
58530-53-3	312.15												
58551-83-0	339.15												
5856-66-6		869.535											
5856-67-7		881.85											
58574-03-1	567.15												
58586-81-5	399.15												
586-30-1	483.15												
586-35-6	572.15												
586-37-8	266.15												
586-38-9	379.15												
586-39-0	268.15												
586-42-5	437.15												
586-61-8	261.15												
586-75-4	313.15												
586-76-5	529.15												
586-77-6	327.15												
586-78-7	399.15												
586-89-0	483.15												
586-95-8	327.15												
586-98-1	267.15												
58632-95-4	361.15												
5866-98-8	381.15												
58677-42-2	350.15												
58697-65-7	398.15												
587-04-2	290.15												
587-33-7	538.15												
587-48-4	524.15												
58734-57-9	405.15												
58743-75-2	348.15												
58743-76-3	338.15												
58755-70-7	335.15												
58757-38-3	323.15												
58775-07-8	354.15												
58778-53-3	383.15												
588-07-8	350.15												
588-30-7	467.15												
588-32-9	381.15												
588-59-0	275.15												
588-63-6	283.15												
588-96-5	277.15												
58804-11-8	358.65												
58808-59-6	451.15												
58851-64-2	403.9												
588729-99-1	404.15												
58880-37-8	425.15												
589-06-0	318.15												
589-10-6	306.15												
589-15-1	335.15												
589-16-2	268.15												
589-17-3	313.15												
589-18-4	332.15												
589-29-7	392.15												
589-34-4		364.9											
589-38-8	218.15												
589-53-7		390.15											
589-81-1	152.15	392.18											
589-87-7	364.15												
589-92-4	232.15												
589-98-0	228.15												
58917-85-4	367.15												
5894-65-5	407.15												
5896-17-3	320.15												
59-23-4	439.15												
59-31-4	471.15												
59-42-7	417.15												
59-47-2	343.15												
59-48-3	399.15												
59-49-4	413.15												
59-50-7	339.15												
59-67-6	511.15												
59-82-5	336.15												
590-01-2											1.4014		
590-36-3	170.15												
590-42-1	283.15												
590-67-0	299.15												
590-73-8		386.5											
590-86-3	222.15												
590-92-1	333.15												
590-93-2	350.15												
5900-58-3	340.15												
59016-93-2	553.15												
590371-81-6	432.15												
59074-25-8	315.15												
59084-16-1	405.15												
5909-24-0	335.15												
591-12-8	291.15												
591-17-3	233.15												
591-18-4	264.15												
591-19-5	289.15												
591-20-8	303.15												
591-22-0	264.15												
591-27-5	397.15												
591-33-3	370.15												
591-35-5	339.15												
591-50-4	242.15												
591-54-8	423.15												
591-76-4		363.23											
591-78-6	215.92778	400.92778						0.08	298.15				
591-80-0	251.15												
591-87-7	279.15												
5910-89-4	261.15												
5911-08-0	182.15												
59114-89-5	420.4												
59134-93-9	504.65												
59146-96-2	390.15												
59182-39-7	411.15												
59184-91-7	450.15												
59189-98-9	318.15												
592-13-2		381.2											
592-27-8		389.15											
592-31-4	368.15												
592-41-6	133.15												
592-42-7	132.15												
592-57-4	184.15												
592-76-7	154.15												
592-84-7	181.15												
592-88-1	190.15												
59201-51-3					-98000								
59201-52-4	613.15												
5922-60-1	369.15												
59277-90-6	583.15												
59280-70-5	429.15												
59298-42-9	478.15												
593-08-8	303.15												
593-45-3	301.15	590											
593-47-5	279.15												
593-49-7	332.15	715.15											
593-53-3	131.3	194.74				222.9							
593-60-2	133.70556	288.70556					0.09	0.15					
593-74-8	230.15												
593-96-4		355.15											
5930-28-9	440.15												
5931-53-3	345.15												
5932-68-3	263.15												
5933-32-4	441.15												
59337-89-2	459.15												
59338-94-2	460.15												
59355-75-8	137.03889						0.034	0.108					
594-36-5	200.15												
594-44-5	203.15												
594-45-6	256.15												
594-61-6	352.15												
594-65-0	415.15												
594-72-9		397.03889							330.92778				
594-82-1		380.15											
5941-92-4	390.65												
59447-07-3	410.65												
59455-94-6	348.9												
5946-39-4	371.15												
59489-71-3	388.15												
59490-95-8	479.65												
595-37-9	259.15												
59513-90-5	432.4												
